"produto_id","nome_produto","categoria_produto","preco_produto","fornecedor_id","nome_fornecedor","endereco_fornecedor","telefone_fornecedor","loja_id","nome_loja","endereco_loja","cidade_loja","quantidade_estoque","data_estoque"
514,"Produto 514","Categoria 5",5140.0,5,"Fornecedor 5","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",14,"2023-01-30"
515,"Produto 515","Categoria 1",5150.0,6,"Fornecedor 6","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",15,"2023-01-29"
516,"Produto 516","Categoria 2",5160.0,7,"Fornecedor 7","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",16,"2023-01-28"
517,"Produto 517","Categoria 3",5170.0,8,"Fornecedor 8","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",17,"2023-01-27"
518,"Produto 518","Categoria 4",5180.0,9,"Fornecedor 9","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",18,"2023-01-26"
519,"Produto 519","Categoria 5",5190.0,10,"Fornecedor 10","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",19,"2023-01-25"
520,"Produto 520","Categoria 1",5200.0,11,"Fornecedor 11","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",20,"2023-01-24"
521,"Produto 521","Categoria 2",5210.0,12,"Fornecedor 12","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",21,"2023-01-23"
522,"Produto 522","Categoria 3",5220.0,13,"Fornecedor 13","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",22,"2023-01-22"
523,"Produto 523","Categoria 4",5230.0,14,"Fornecedor 14","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",23,"2023-01-21"
524,"Produto 524","Categoria 5",5240.0,15,"Fornecedor 15","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",24,"2023-01-20"
525,"Produto 525","Categoria 1",5250.0,16,"Fornecedor 16","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",25,"2023-01-19"
526,"Produto 526","Categoria 2",5260.0,17,"Fornecedor 17","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",26,"2023-01-18"
527,"Produto 527","Categoria 3",5270.0,18,"Fornecedor 18","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",27,"2023-01-17"
528,"Produto 528","Categoria 4",5280.0,19,"Fornecedor 19","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",28,"2023-01-16"
529,"Produto 529","Categoria 5",5290.0,20,"Fornecedor 20","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",29,"2023-01-15"
530,"Produto 530","Categoria 1",5300.0,21,"Fornecedor 21","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",30,"2023-01-14"
531,"Produto 531","Categoria 2",5310.0,22,"Fornecedor 22","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",31,"2023-01-13"
532,"Produto 532","Categoria 3",5320.0,23,"Fornecedor 23","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",32,"2023-01-12"
533,"Produto 533","Categoria 4",5330.0,24,"Fornecedor 24","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",33,"2023-01-11"
534,"Produto 534","Categoria 5",5340.0,25,"Fornecedor 25","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",34,"2023-01-10"
535,"Produto 535","Categoria 1",5350.0,26,"Fornecedor 26","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",35,"2023-01-09"
536,"Produto 536","Categoria 2",5360.0,27,"Fornecedor 27","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",36,"2023-01-08"
537,"Produto 537","Categoria 3",5370.0,28,"Fornecedor 28","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",37,"2023-01-07"
538,"Produto 538","Categoria 4",5380.0,29,"Fornecedor 29","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",38,"2023-01-06"
539,"Produto 539","Categoria 5",5390.0,30,"Fornecedor 30","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",39,"2023-01-05"
540,"Produto 540","Categoria 1",5400.0,1,"Fornecedor 1","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",40,"2023-01-04"
541,"Produto 541","Categoria 2",5410.0,2,"Fornecedor 2","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",41,"2023-01-03"
542,"Produto 542","Categoria 3",5420.0,3,"Fornecedor 3","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",42,"2023-01-02"
543,"Produto 543","Categoria 4",5430.0,4,"Fornecedor 4","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",43,"2023-01-01"
544,"Produto 544","Categoria 5",5440.0,5,"Fornecedor 5","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",44,"2022-12-31"
545,"Produto 545","Categoria 1",5450.0,6,"Fornecedor 6","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",45,"2022-12-30"
546,"Produto 546","Categoria 2",5460.0,7,"Fornecedor 7","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",46,"2022-12-29"
547,"Produto 547","Categoria 3",5470.0,8,"Fornecedor 8","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",47,"2022-12-28"
548,"Produto 548","Categoria 4",5480.0,9,"Fornecedor 9","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",48,"2022-12-27"
549,"Produto 549","Categoria 5",5490.0,10,"Fornecedor 10","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",49,"2022-12-26"
550,"Produto 550","Categoria 1",5500.0,11,"Fornecedor 11","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",0,"2022-12-25"
551,"Produto 551","Categoria 2",5510.0,12,"Fornecedor 12","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",1,"2022-12-24"
552,"Produto 552","Categoria 3",5520.0,13,"Fornecedor 13","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",2,"2022-12-23"
553,"Produto 553","Categoria 4",5530.0,14,"Fornecedor 14","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",3,"2022-12-22"
554,"Produto 554","Categoria 5",5540.0,15,"Fornecedor 15","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",4,"2022-12-21"
555,"Produto 555","Categoria 1",5550.0,16,"Fornecedor 16","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",5,"2022-12-20"
556,"Produto 556","Categoria 2",5560.0,17,"Fornecedor 17","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",6,"2022-12-19"
557,"Produto 557","Categoria 3",5570.0,18,"Fornecedor 18","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",7,"2022-12-18"
558,"Produto 558","Categoria 4",5580.0,19,"Fornecedor 19","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",8,"2022-12-17"
559,"Produto 559","Categoria 5",5590.0,20,"Fornecedor 20","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",9,"2022-12-16"
560,"Produto 560","Categoria 1",5600.0,21,"Fornecedor 21","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",10,"2022-12-15"
561,"Produto 561","Categoria 2",5610.0,22,"Fornecedor 22","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",11,"2022-12-14"
562,"Produto 562","Categoria 3",5620.0,23,"Fornecedor 23","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",12,"2022-12-13"
563,"Produto 563","Categoria 4",5630.0,24,"Fornecedor 24","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",13,"2022-12-12"
564,"Produto 564","Categoria 5",5640.0,25,"Fornecedor 25","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",14,"2022-12-11"
565,"Produto 565","Categoria 1",5650.0,26,"Fornecedor 26","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",15,"2022-12-10"
566,"Produto 566","Categoria 2",5660.0,27,"Fornecedor 27","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",16,"2022-12-09"
567,"Produto 567","Categoria 3",5670.0,28,"Fornecedor 28","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",17,"2022-12-08"
568,"Produto 568","Categoria 4",5680.0,29,"Fornecedor 29","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",18,"2022-12-07"
569,"Produto 569","Categoria 5",5690.0,30,"Fornecedor 30","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",19,"2022-12-06"
570,"Produto 570","Categoria 1",5700.0,1,"Fornecedor 1","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",20,"2022-12-05"
571,"Produto 571","Categoria 2",5710.0,2,"Fornecedor 2","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",21,"2022-12-04"
572,"Produto 572","Categoria 3",5720.0,3,"Fornecedor 3","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",22,"2022-12-03"
573,"Produto 573","Categoria 4",5730.0,4,"Fornecedor 4","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",23,"2022-12-02"
574,"Produto 574","Categoria 5",5740.0,5,"Fornecedor 5","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",24,"2022-12-01"
575,"Produto 575","Categoria 1",5750.0,6,"Fornecedor 6","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",25,"2022-11-30"
576,"Produto 576","Categoria 2",5760.0,7,"Fornecedor 7","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",26,"2022-11-29"
577,"Produto 577","Categoria 3",5770.0,8,"Fornecedor 8","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",27,"2022-11-28"
578,"Produto 578","Categoria 4",5780.0,9,"Fornecedor 9","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",28,"2022-11-27"
579,"Produto 579","Categoria 5",5790.0,10,"Fornecedor 10","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",29,"2022-11-26"
580,"Produto 580","Categoria 1",5800.0,11,"Fornecedor 11","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",30,"2022-11-25"
581,"Produto 581","Categoria 2",5810.0,12,"Fornecedor 12","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",31,"2022-11-24"
582,"Produto 582","Categoria 3",5820.0,13,"Fornecedor 13","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",32,"2022-11-23"
583,"Produto 583","Categoria 4",5830.0,14,"Fornecedor 14","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",33,"2022-11-22"
584,"Produto 584","Categoria 5",5840.0,15,"Fornecedor 15","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",34,"2022-11-21"
585,"Produto 585","Categoria 1",5850.0,16,"Fornecedor 16","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",35,"2022-11-20"
586,"Produto 586","Categoria 2",5860.0,17,"Fornecedor 17","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",36,"2022-11-19"
587,"Produto 587","Categoria 3",5870.0,18,"Fornecedor 18","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",37,"2022-11-18"
588,"Produto 588","Categoria 4",5880.0,19,"Fornecedor 19","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",38,"2022-11-17"
589,"Produto 589","Categoria 5",5890.0,20,"Fornecedor 20","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",39,"2022-11-16"
590,"Produto 590","Categoria 1",5900.0,21,"Fornecedor 21","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",40,"2022-11-15"
591,"Produto 591","Categoria 2",5910.0,22,"Fornecedor 22","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",41,"2022-11-14"
592,"Produto 592","Categoria 3",5920.0,23,"Fornecedor 23","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",42,"2022-11-13"
593,"Produto 593","Categoria 4",5930.0,24,"Fornecedor 24","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",43,"2022-11-12"
594,"Produto 594","Categoria 5",5940.0,25,"Fornecedor 25","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",44,"2022-11-11"
595,"Produto 595","Categoria 1",5950.0,26,"Fornecedor 26","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",45,"2022-11-10"
596,"Produto 596","Categoria 2",5960.0,27,"Fornecedor 27","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",46,"2022-11-09"
597,"Produto 597","Categoria 3",5970.0,28,"Fornecedor 28","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",47,"2022-11-08"
598,"Produto 598","Categoria 4",5980.0,29,"Fornecedor 29","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",48,"2022-11-07"
599,"Produto 599","Categoria 5",5990.0,30,"Fornecedor 30","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",49,"2022-11-06"
600,"Produto 600","Categoria 1",6000.0,1,"Fornecedor 1","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",0,"2022-11-05"
601,"Produto 601","Categoria 2",6010.0,2,"Fornecedor 2","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",1,"2022-11-04"
602,"Produto 602","Categoria 3",6020.0,3,"Fornecedor 3","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",2,"2022-11-03"
603,"Produto 603","Categoria 4",6030.0,4,"Fornecedor 4","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",3,"2022-11-02"
604,"Produto 604","Categoria 5",6040.0,5,"Fornecedor 5","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",4,"2022-11-01"
605,"Produto 605","Categoria 1",6050.0,6,"Fornecedor 6","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",5,"2022-10-31"
606,"Produto 606","Categoria 2",6060.0,7,"Fornecedor 7","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",6,"2022-10-30"
607,"Produto 607","Categoria 3",6070.0,8,"Fornecedor 8","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",7,"2022-10-29"
608,"Produto 608","Categoria 4",6080.0,9,"Fornecedor 9","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",8,"2022-10-28"
609,"Produto 609","Categoria 5",6090.0,10,"Fornecedor 10","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",9,"2022-10-27"
610,"Produto 610","Categoria 1",6100.0,11,"Fornecedor 11","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",10,"2022-10-26"
611,"Produto 611","Categoria 2",6110.0,12,"Fornecedor 12","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",11,"2022-10-25"
612,"Produto 612","Categoria 3",6120.0,13,"Fornecedor 13","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",12,"2022-10-24"
613,"Produto 613","Categoria 4",6130.0,14,"Fornecedor 14","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",13,"2022-10-23"
614,"Produto 614","Categoria 5",6140.0,15,"Fornecedor 15","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",14,"2022-10-22"
615,"Produto 615","Categoria 1",6150.0,16,"Fornecedor 16","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",15,"2022-10-21"
616,"Produto 616","Categoria 2",6160.0,17,"Fornecedor 17","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",16,"2022-10-20"
617,"Produto 617","Categoria 3",6170.0,18,"Fornecedor 18","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",17,"2022-10-19"
618,"Produto 618","Categoria 4",6180.0,19,"Fornecedor 19","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",18,"2022-10-18"
619,"Produto 619","Categoria 5",6190.0,20,"Fornecedor 20","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",19,"2022-10-17"
620,"Produto 620","Categoria 1",6200.0,21,"Fornecedor 21","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",20,"2022-10-16"
621,"Produto 621","Categoria 2",6210.0,22,"Fornecedor 22","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",21,"2022-10-15"
622,"Produto 622","Categoria 3",6220.0,23,"Fornecedor 23","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",22,"2022-10-14"
623,"Produto 623","Categoria 4",6230.0,24,"Fornecedor 24","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",23,"2022-10-13"
624,"Produto 624","Categoria 5",6240.0,25,"Fornecedor 25","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",24,"2022-10-12"
625,"Produto 625","Categoria 1",6250.0,26,"Fornecedor 26","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",25,"2022-10-11"
626,"Produto 626","Categoria 2",6260.0,27,"Fornecedor 27","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",26,"2022-10-10"
627,"Produto 627","Categoria 3",6270.0,28,"Fornecedor 28","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",27,"2022-10-09"
628,"Produto 628","Categoria 4",6280.0,29,"Fornecedor 29","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",28,"2022-10-08"
629,"Produto 629","Categoria 5",6290.0,30,"Fornecedor 30","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",29,"2022-10-07"
630,"Produto 630","Categoria 1",6300.0,1,"Fornecedor 1","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",30,"2022-10-06"
631,"Produto 631","Categoria 2",6310.0,2,"Fornecedor 2","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",31,"2022-10-05"
632,"Produto 632","Categoria 3",6320.0,3,"Fornecedor 3","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",32,"2022-10-04"
633,"Produto 633","Categoria 4",6330.0,4,"Fornecedor 4","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",33,"2022-10-03"
634,"Produto 634","Categoria 5",6340.0,5,"Fornecedor 5","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",34,"2022-10-02"
635,"Produto 635","Categoria 1",6350.0,6,"Fornecedor 6","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",35,"2022-10-01"
636,"Produto 636","Categoria 2",6360.0,7,"Fornecedor 7","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",36,"2022-09-30"
637,"Produto 637","Categoria 3",6370.0,8,"Fornecedor 8","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",37,"2022-09-29"
638,"Produto 638","Categoria 4",6380.0,9,"Fornecedor 9","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",38,"2022-09-28"
639,"Produto 639","Categoria 5",6390.0,10,"Fornecedor 10","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",39,"2022-09-27"
640,"Produto 640","Categoria 1",6400.0,11,"Fornecedor 11","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",40,"2022-09-26"
641,"Produto 641","Categoria 2",6410.0,12,"Fornecedor 12","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",41,"2022-09-25"
642,"Produto 642","Categoria 3",6420.0,13,"Fornecedor 13","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",42,"2022-09-24"
643,"Produto 643","Categoria 4",6430.0,14,"Fornecedor 14","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",43,"2022-09-23"
644,"Produto 644","Categoria 5",6440.0,15,"Fornecedor 15","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",44,"2022-09-22"
645,"Produto 645","Categoria 1",6450.0,16,"Fornecedor 16","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",45,"2022-09-21"
646,"Produto 646","Categoria 2",6460.0,17,"Fornecedor 17","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",46,"2022-09-20"
647,"Produto 647","Categoria 3",6470.0,18,"Fornecedor 18","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",47,"2022-09-19"
648,"Produto 648","Categoria 4",6480.0,19,"Fornecedor 19","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",48,"2022-09-18"
649,"Produto 649","Categoria 5",6490.0,20,"Fornecedor 20","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",49,"2022-09-17"
650,"Produto 650","Categoria 1",6500.0,21,"Fornecedor 21","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",0,"2022-09-16"
651,"Produto 651","Categoria 2",6510.0,22,"Fornecedor 22","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",1,"2022-09-15"
652,"Produto 652","Categoria 3",6520.0,23,"Fornecedor 23","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",2,"2022-09-14"
653,"Produto 653","Categoria 4",6530.0,24,"Fornecedor 24","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",3,"2022-09-13"
654,"Produto 654","Categoria 5",6540.0,25,"Fornecedor 25","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",4,"2022-09-12"
655,"Produto 655","Categoria 1",6550.0,26,"Fornecedor 26","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",5,"2022-09-11"
656,"Produto 656","Categoria 2",6560.0,27,"Fornecedor 27","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",6,"2022-09-10"
657,"Produto 657","Categoria 3",6570.0,28,"Fornecedor 28","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",7,"2022-09-09"
658,"Produto 658","Categoria 4",6580.0,29,"Fornecedor 29","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",8,"2022-09-08"
659,"Produto 659","Categoria 5",6590.0,30,"Fornecedor 30","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",9,"2022-09-07"
660,"Produto 660","Categoria 1",6600.0,1,"Fornecedor 1","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",10,"2022-09-06"
661,"Produto 661","Categoria 2",6610.0,2,"Fornecedor 2","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",11,"2022-09-05"
662,"Produto 662","Categoria 3",6620.0,3,"Fornecedor 3","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",12,"2022-09-04"
663,"Produto 663","Categoria 4",6630.0,4,"Fornecedor 4","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",13,"2022-09-03"
664,"Produto 664","Categoria 5",6640.0,5,"Fornecedor 5","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",14,"2022-09-02"
665,"Produto 665","Categoria 1",6650.0,6,"Fornecedor 6","Endereço 6","Telefone 6",2,"Loja 2","Endereço 2","Cidade 2",15,"2022-09-01"
666,"Produto 666","Categoria 2",6660.0,7,"Fornecedor 7","Endereço 7","Telefone 7",3,"Loja 3","Endereço 3","Cidade 3",16,"2022-08-31"
667,"Produto 667","Categoria 3",6670.0,8,"Fornecedor 8","Endereço 8","Telefone 8",4,"Loja 4","Endereço 4","Cidade 4",17,"2022-08-30"
668,"Produto 668","Categoria 4",6680.0,9,"Fornecedor 9","Endereço 9","Telefone 9",1,"Loja 1","Endereço 1","Cidade 1",18,"2022-08-29"
669,"Produto 669","Categoria 5",6690.0,10,"Fornecedor 10","Endereço 10","Telefone 10",2,"Loja 2","Endereço 2","Cidade 2",19,"2022-08-28"
670,"Produto 670","Categoria 1",6700.0,11,"Fornecedor 11","Endereço 1","Telefone 1",3,"Loja 3","Endereço 3","Cidade 3",20,"2022-08-27"
671,"Produto 671","Categoria 2",6710.0,12,"Fornecedor 12","Endereço 2","Telefone 2",4,"Loja 4","Endereço 4","Cidade 4",21,"2022-08-26"
672,"Produto 672","Categoria 3",6720.0,13,"Fornecedor 13","Endereço 3","Telefone 3",1,"Loja 1","Endereço 1","Cidade 1",22,"2022-08-25"
673,"Produto 673","Categoria 4",6730.0,14,"Fornecedor 14","Endereço 4","Telefone 4",2,"Loja 2","Endereço 2","Cidade 2",23,"2022-08-24"
674,"Produto 674","Categoria 5",6740.0,15,"Fornecedor 15","Endereço 5","Telefone 5",3,"Loja 3","Endereço 3","Cidade 3",24,"2022-08-23"
675,"Produto 675","Categoria 1",6750.0,16,"Fornecedor 16","Endereço 6","Telefone 6",4,"Loja 4","Endereço 4","Cidade 4",25,"2022-08-22"
676,"Produto 676","Categoria 2",6760.0,17,"Fornecedor 17","Endereço 7","Telefone 7",1,"Loja 1","Endereço 1","Cidade 1",26,"2022-08-21"
677,"Produto 677","Categoria 3",6770.0,18,"Fornecedor 18","Endereço 8","Telefone 8",2,"Loja 2","Endereço 2","Cidade 2",27,"2022-08-20"
678,"Produto 678","Categoria 4",6780.0,19,"Fornecedor 19","Endereço 9","Telefone 9",3,"Loja 3","Endereço 3","Cidade 3",28,"2022-08-19"
679,"Produto 679","Categoria 5",6790.0,20,"Fornecedor 20","Endereço 10","Telefone 10",4,"Loja 4","Endereço 4","Cidade 4",29,"2022-08-18"
680,"Produto 680","Categoria 1",6800.0,21,"Fornecedor 21","Endereço 1","Telefone 1",1,"Loja 1","Endereço 1","Cidade 1",30,"2022-08-17"
681,"Produto 681","Categoria 2",6810.0,22,"Fornecedor 22","Endereço 2","Telefone 2",2,"Loja 2","Endereço 2","Cidade 2",31,"2022-08-16"
682,"Produto 682","Categoria 3",6820.0,23,"Fornecedor 23","Endereço 3","Telefone 3",3,"Loja 3","Endereço 3","Cidade 3",32,"2022-08-15"
683,"Produto 683","Categoria 4",6830.0,24,"Fornecedor 24","Endereço 4","Telefone 4",4,"Loja 4","Endereço 4","Cidade 4",33,"2022-08-14"
684,"Produto 684","Categoria 5",6840.0,25,"Fornecedor 25","Endereço 5","Telefone 5",1,"Loja 1","Endereço 1","Cidade 1",34,"2022-08-13"
